,category,message
1524,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
1525,ham,Then we gotta do it after that
1526,ham,"I've got ten bucks, jay is being noncomittal"
1527,ham,Where at were hungry too
1528,ham,Pls speak to that customer machan.
1529,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
1530,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
1531,ham,So wats ur opinion abt him and how abt is character?
1532,ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
1533,ham,No..few hours before.went to hair cut .
1534,ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
1535,ham,Lmao. Take a pic and send it to me.
1536,ham,Speak only when you feel your words are better than the silence... Gud mrng:-)
1537,ham,No. She's currently in scotland for that.
1538,ham,Do you work all this week ?
1539,spam,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
1540,ham,Lol great now im getting hungry.
1541,ham,Yes.. now only saw your message..
1542,ham,I'll be at mu in like  &lt;#&gt;  seconds
1543,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
1544,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
1545,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
1546,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
1547,ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
1548,ham,Thanks for ve lovely wisheds. You rock
1549,ham,You intrepid duo you! Have a great time and see you both soon.
1550,ham,I asked sen to come chennai and search for job.
1551,ham,Dad went out oredi...
1552,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
1553,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
1554,ham,"Arms fine, how's Cardiff and uni?"
1555,ham,In fact when do you leave? I think addie goes back to school tues or wed
1556,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
1557,ham,Ya:)going for restaurant..
1558,ham,"Its ok., i just askd did u knw tht no?"
1559,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
1560,ham,Those ducking chinchillas
1561,ham,I am in a marriage function
1562,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
1563,ham,Donât give a flying monkeys wot they think and I certainly donât mind. Any friend of mine and all that!
1564,spam,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
1565,ham,say thanks2.
1566,ham,Msg me when rajini comes.
1567,ham,Ya! when are Ã¼ taking ure practical lessons? I start in june..
1568,ham,"That's good, because I need drugs"
1569,ham,Stupid.its not possible
1570,ham,Can Ã¼ all decide faster cos my sis going home liao..
1571,spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
1572,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
1573,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA
1574,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
1575,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
1576,ham,Kinda. First one gets in at twelve! Aah. Speak tomo
1577,spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
1578,ham,Ok good then i later come find Ã¼... C lucky i told Ã¼ to go earlier... Later pple take finish Ã¼ no more again...
1579,ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
1580,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
1581,ham,I wont touch you with out your permission.
1582,spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÂ£1/minMobsmoreLKPOBOX177HP51FL
1583,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
1584,ham,Take some small dose tablet for fever
1585,ham,Oh. U must have taken your REAL Valentine out shopping first.
1586,ham,"Just sent you an email â to an address with incomm in it, is that right?"
1587,ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
1588,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
1589,ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
1590,ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
1591,ham,Why you keeping me away like this
1592,ham,I think its far more than that but find out. Check google maps for a place from your dorm.
1593,ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
1594,ham,Have you always been saying welp?
1595,ham,"I'm a guy, browsin is compulsory"
1596,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
1597,ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
1598,ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
1599,ham,I told your number to gautham..
1600,ham,Tell them no need to investigate about me anywhere.
1601,ham,Ok i juz receive..
1602,ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
1603,spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
1604,ham,In the end she might still vomit but its okay. Not everything will come out.
1605,ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
1606,ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
1607,ham,Hey gals.. Anyone of u going down to e driving centre tmr?
1608,ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
1609,ham,I'm putting it on now. It should be ready for  &lt;TIME&gt;
1610,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
1611,spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
1612,ham,Host-based IDPS for linux systems.
1613,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
1614,ham,Don no da:)whats you plan?
1615,ham,Ill be there on  &lt;#&gt;  ok.
1616,ham,Oh my God. I'm almost home
1617,ham,Total video converter free download type this in google search:)
1618,spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
1619,ham,Sounds like something that someone testing me would sayy
1620,ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
1621,ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
1622,ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
1623,ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
1624,ham,Hows the champ just leaving glasgow!
1625,ham,K:)all the best:)congrats...
1626,ham,I wonder if you'll get this text?
1627,ham,I need to come home and give you some good lovin...
1628,spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
1629,ham,Shall i ask one thing if you dont mistake me.
1630,ham,Check wid corect speling i.e. Sarcasm
1631,spam,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
1632,ham,Are you angry with me. What happen dear
1633,ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
1634,ham,Yup ok thanx...
1635,ham,Hi:)cts employee how are you?
1636,ham,Pls pls find out from aunt nike.
1637,ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
1638,ham,No screaming means shouting..
1639,ham,Hey what happen de. Are you alright.
1640,ham,Should I have picked up a receipt or something earlier
1641,ham,I think chennai well settled?
1642,ham,Oh dang! I didn't mean o send that to you! Lol!
1643,ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
1644,ham,Horrible bf... I now v hungry...
1645,ham,Remember on that day..
1646,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
1647,ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
1648,ham,All sounds good. Fingers . Makes it difficult to type
1649,ham,Midnight at the earliest
1650,ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
1651,ham,K come to nordstrom when you're done
1652,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
1653,ham,Now press conference da:)
1654,spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
1655,ham,After completed degree. There is no use in joining finance.
1656,ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
1657,ham,Shant disturb u anymore... Jia you...
1658,ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
1659,ham,"Me, i dont know again oh"
1660,ham,Dude sux for snake. He got old and raiden got buff
1661,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
1662,ham,In e msg jus now. U said thanks for gift.
1663,ham,U too...
1664,ham,Ok how you dear. Did you call chechi
1665,ham,Yeah we do totes. When u wanna?
1666,ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
1667,ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
1668,ham,Wat r u doing?
1669,ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
1670,ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
1671,ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
1672,ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
1673,ham,Dude just saw a parked car with its sunroof popped up. Sux
1674,ham,Get ready to put on your excellent sub face :)
1675,ham,Tmrw. Im finishing 9 doors
1676,ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
1677,ham,I am late. I will be there at
1678,ham,"whatever, im pretty pissed off."
1679,ham,I dont have that much image in class.
1680,ham,No:-)i got rumour that you going to buy apartment in chennai:-)
1681,ham,Near kalainar tv office.thenampet
1682,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
1683,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
1684,ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
